ID заказа,Дата отправки,Расстояние (км),Опыт водителя (лет),Вес груза (кг),Тип груза,Погодные условия,Сезон,Время суток,День недели,Задержка доставки (дней),Группа опыта
DL73088,2024-01-14,415,9,11634,Хрупкий,Снег,Зима,Вечер,Воскресенье,0,6-10
OR60547,2024-01-14,636,8,10470,Обычный,Ясно,Зима,Вечер,Воскресенье,0,6-10
DL96071,2024-01-15,1953,31,33126,Обычный,Метель,Зима,Вечер,Понедельник,5,30+
OD16634,2024-01-15,1498,18,16563,Обычный,Метель,Зима,День,Понедельник,2,11-20
OR29127,2024-01-16,924,13,9092,Обычный,Ясно,Зима,День,Вторник,0,11-20
DL31434,2024-01-16,1690,21,25658,Обычный,Ясно,Зима,Вечер,Вторник,3,21-30
DL84469,2024-01-17,403,9,12596,Обычный,Ясно,Зима,День,Среда,0,6-10
OD61109,2024-01-17,1036,15,15118,Обычный,Снег,Зима,Ночь,Среда,0,11-20
DL12126,2024-01-17,1279,19,18592,Замороженный,Туман,Зима,Ночь,Среда,1,11-20
OD50013,2024-01-17,908,21,15405,Обычный,Ясно,Зима,Утро,Среда,2,21-30
OR55926,2024-01-17,586,15,11445,Хрупкий,Ясно,Зима,Вечер,Среда,0,11-20
DL27167,2024-01-18,735,8,13508,Хрупкий,Ясно,Зима,Утро,Четверг,0,6-10
OD90025,2024-01-18,759,10,13359,Хрупкий,Ясно,Зима,Вечер,Четверг,0,6-10
DL62524,2024-01-18,1400,19,20659,Обычный,Ясно,Зима,День,Четверг,2,11-20
DL89906,2024-01-18,1784,20,25507,Замороженный,Метель,Зима,Вечер,Четверг,3,11-20
OD43699,2024-01-19,956,8,6946,Обычный,Метель,Зима,Ночь,Пятница,0,6-10
OD25246,2024-01-20,831,,6335,Обычный,Туман,Зима,Ночь,Суббота,0,
OD87415,2024-01-20,1089,9,6934,Хрупкий,Метель,Зима,День,Суббота,0,6-10
OR38231,2024-01-20,1674,23,20635,Замороженный,Ясно,Зима,Вечер,Суббота,2,21-30
DL49634,2024-01-20,533,14,10217,Опасный,Ясно,Зима,Ночь,Суббота,0,11-20
DL56488,2024-01-20,1057,12,7795,Хрупкий,Ясно,Зима,Вечер,Суббота,0,11-20
OR29923,2024-01-21,784,15,6292,Обычный,Ясно,Зима,День,Воскресенье,0,11-20
OR45940,2024-01-22,1054,11,8100,Обычный,Ясно,Зима,Утро,Понедельник,0,11-20
OD12208,2024-01-22,670,,12417,Хрупкий,Ясно,Зима,Ночь,Понедельник,0,
OD44718,2024-01-22,533,12,15237,Обычный,Метель,Зима,Утро,Понедельник,0,11-20
OD68112,2024-01-22,916,14,11864,Обычный,Снег,Зима,Ночь,Понедельник,1,11-20
OD46490,2024-01-22,1423,24,20393,Замороженный,Метель,Зима,Вечер,Понедельник,2,21-30
OD30217,2024-01-22,1040,10,10211,Опасный,Метель,Зима,Утро,Понедельник,0,6-10
DL61830,2024-01-23,1838,32,36137,Обычный,Ясно,Зима,Вечер,Вторник,5,30+
DL63943,2024-01-23,414,10,15166,Хрупкий,Метель,Зима,День,Вторник,0,6-10
OD91756,2024-01-23,1007,24,21706,Опасный,Ясно,Зима,Вечер,Вторник,2,21-30
OR36699,2024-01-23,1159,7,12155,Хрупкий,Ясно,Зима,День,Вторник,0,6-10
DL83372,2024-01-23,760,12,6645,Обычный,Ясно,Зима,Вечер,Вторник,0,11-20
OR57206,2024-01-23,571,13,6210,Опасный,Ясно,Зима,День,Вторник,0,11-20
OD35983,2024-01-23,980,14,13891,Замороженный,Снег,Зима,Вечер,Вторник,0,11-20
OR99072,2024-01-23,479,13,9475,Хрупкий,Снег,Зима,Вечер,Вторник,0,11-20
DL62337,2024-01-24,1458,21,15910,Обычный,Ясно,Зима,Утро,Среда,2,21-30
OD60369,2024-01-24,1065,21,20033,Замороженный,Снег,Зима,Утро,Среда,2,21-30
OR73589,2024-01-24,500,13,9973,Замороженный,Снег,Зима,Вечер,Среда,0,11-20
DL22332,2024-01-25,1126,13,12250,Замороженный,Ясно,Зима,Ночь,Четверг,0,11-20
DL44644,2024-01-25,890,13,12860,Обычный,Ясно,Зима,День,Четверг,0,11-20
OR85000,2024-01-25,1723,35,35091,Обычный,Снег,Зима,Вечер,Четверг,5,30+
OR82412,2024-01-25,476,10,15947,Замороженный,Ясно,Зима,День,Четверг,0,6-10
OD83203,2024-01-25,1471,,33040,Обычный,Метель,Зима,Вечер,Четверг,4,
DL71303,2024-01-26,2100,28,26886,Замороженный,Ясно,Зима,Утро,Пятница,5,21-30
OR40864,2024-01-26,504,9,7082,Обычный,Ясно,Зима,Вечер,Пятница,0,6-10
OR74644,2024-01-26,631,10,13365,Обычный,Ясно,Зима,Ночь,Пятница,0,6-10
DL52270,2024-01-26,977,14,15812,Хрупкий,Снег,Зима,Ночь,Пятница,1,11-20
OR45277,2024-01-26,407,12,6887,Хрупкий,,Зима,Вечер,Пятница,0,11-20
DL63815,2024-01-26,1170,11,19762,Обычный,Ясно,Зима,Утро,Пятница,1,11-20
OR58326,2024-01-26,1117,18,15937,Обычный,Метель,Зима,День,Пятница,2,11-20
DL23067,2024-01-27,658,14,9552,Обычный,Ясно,Зима,Утро,Суббота,0,11-20
OR17460,2024-01-27,908,12,10368,Обычный,Метель,Зима,День,Суббота,0,11-20
OD52060,2024-01-28,2065,32,29352,Обычный,Ясно,Зима,Ночь,Воскресенье,5,30+
DL51357,2024-01-28,1193,20,20162,Хрупкий,Снег,Зима,Ночь,Воскресенье,3,11-20
OD37295,2024-01-28,690,12,16281,Обычный,Туман,Зима,Утро,Воскресенье,0,11-20
DL25632,2024-01-28,1309,13,11861,Обычный,Метель,Зима,Ночь,Воскресенье,1,11-20
DL45695,2024-01-28,1088,28,25428,Замороженный,Метель,Зима,Ночь,Воскресенье,3,21-30
OD27706,2024-01-29,1037,18,22665,Хрупкий,Снег,Зима,Утро,Понедельник,2,11-20
OD42855,2024-01-29,1324,19,18564,Опасный,Снег,Зима,День,Понедельник,2,11-20
DL75173,2024-01-29,1181,27,25184,Опасный,Снег,Зима,Утро,Понедельник,3,21-30
DL74315,2024-01-29,923,,10368,Обычный,Ясно,Зима,День,Понедельник,0,
DL15015,2024-01-29,661,12,13491,Обычный,Снег,Зима,Вечер,Понедельник,0,11-20
DL98602,2024-01-29,726,10,13153,Хрупкий,Туман,Зима,Вечер,Понедельник,0,6-10
DL63551,2024-01-29,413,16,16553,Обычный,Ясно,Зима,День,Понедельник,0,11-20
OR46762,2024-01-30,1041,16,15423,Обычный,Снег,Зима,День,Вторник,2,11-20
OD88429,2024-01-30,399,16,15441,Замороженный,Ясно,Зима,Вечер,Вторник,0,11-20
OR54980,2024-01-30,426,14,15223,Опасный,Ясно,Зима,День,Вторник,0,11-20
OD30665,2024-01-30,1215,16,15760,Опасный,Снег,Зима,Вечер,Вторник,1,11-20
OR15832,2024-01-30,974,12,9608,Обычный,Туман,Зима,Ночь,Вторник,0,11-20
DL46724,2024-01-30,1179,,15706,Хрупкий,Снег,Зима,Ночь,Вторник,0,
OR76538,2024-01-30,731,16,16208,Обычный,Снег,Зима,Ночь,Вторник,0,11-20
OR25040,2024-01-30,1447,22,18884,Опасный,Метель,Зима,Утро,Вторник,2,21-30
OR41912,2024-01-30,875,11,14001,Обычный,Метель,Зима,Вечер,Вторник,1,11-20
DL79932,2024-01-30,839,15,14790,Хрупкий,Туман,Зима,Ночь,Вторник,1,11-20
DL62551,2024-01-31,1515,16,14270,Хрупкий,Ясно,Зима,Утро,Среда,1,11-20
DL61566,2024-01-31,844,13,10200,Хрупкий,Ясно,Зима,Утро,Среда,0,11-20
OD14678,2024-01-31,1258,15,14843,Обычный,Ясно,Зима,Ночь,Среда,2,11-20
OD79971,2024-02-01,2019,30,29177,Опасный,Метель,Зима,Вечер,Четверг,4,21-30
OD14365,2024-02-01,1511,25,26041,Опасный,Ясно,Зима,День,Четверг,4,21-30
DL38016,2024-02-01,2009,30,26058,Опасный,Снег,Зима,Вечер,Четверг,5,21-30
OR77921,2024-02-01,1003,13,11051,Хрупкий,Снег,Зима,Вечер,Четверг,0,11-20
OD21183,2024-02-01,2444,39,40561,Опасный,Метель,Зима,День,Четверг,6,30+
DL12247,2024-02-01,411,13,14679,Хрупкий,Туман,Зима,День,Четверг,0,11-20
OR34008,2024-02-02,911,13,6528,Хрупкий,Туман,Зима,Ночь,Пятница,0,11-20
OD92057,2024-02-02,1186,9,6524,Хрупкий,Туман,Зима,Утро,Пятница,0,6-10
OD69603,2024-02-03,1020,16,15277,Обычный,Ясно,Зима,Вечер,Суббота,2,11-20
OD77804,2024-02-03,2450,39,34331,Опасный,Снег,Зима,Вечер,Суббота,7,30+
OR29809,2024-02-03,508,,19286,Опасный,Ясно,Зима,Утро,Суббота,0,
OR49060,2024-02-03,906,7,15163,Опасный,Ясно,Зима,День,Суббота,0,6-10
DL77037,2024-02-04,568,16,8347,Опасный,Ясно,Зима,Ночь,Воскресенье,0,11-20
OR79257,2024-02-04,698,11,14309,Хрупкий,Метель,Зима,Вечер,Воскресенье,0,11-20
DL92093,2024-02-04,379,10,6655,Замороженный,Снег,Зима,День,Воскресенье,0,6-10
DL62664,2024-02-04,1130,11,6630,Обычный,Ясно,Зима,Ночь,Воскресенье,0,11-20
DL36499,2024-02-04,945,8,12145,Опасный,Ясно,Зима,Утро,Воскресенье,0,6-10
DL87220,2024-02-04,992,21,14880,Хрупкий,Ясно,Зима,Утро,Воскресенье,2,21-30
DL61493,2024-02-04,1213,14,9717,Замороженный,Ясно,Зима,День,Воскресенье,0,11-20
OD22956,2024-02-05,1904,25,26499,Замороженный,Ясно,Зима,Вечер,Понедельник,4,21-30
DL72538,2024-02-05,877,16,8476,Опасный,Снег,Зима,День,Понедельник,0,11-20
DL76298,2024-02-05,817,15,9749,Опасный,Ясно,Зима,Утро,Понедельник,0,11-20
OR73681,2024-02-05,570,9,12904,Замороженный,Снег,Зима,Вечер,Понедельник,0,6-10
OD91409,2024-02-06,1136,19,20143,Обычный,Метель,Зима,Ночь,Вторник,2,11-20
OR90518,2024-02-06,797,10,7718,Хрупкий,Ясно,Зима,Утро,Вторник,0,6-10
OR61511,2024-02-07,2389,43,37207,Обычный,Туман,Зима,Утро,Среда,7,30+
OR99738,2024-02-07,939,7,6624,Хрупкий,Ясно,Зима,Утро,Среда,0,6-10
DL90737,2024-02-07,610,15,16265,Хрупкий,,Зима,День,Среда,0,11-20
OD62707,2024-02-07,863,17,11577,Замороженный,Туман,Зима,Вечер,Среда,1,11-20
OD46095,2024-02-07,1001,16,6614,Обычный,Снег,Зима,Вечер,Среда,0,11-20
DL41794,2024-02-07,667,14,15380,Обычный,Ясно,Зима,День,Среда,0,11-20
DL32678,2024-02-07,1128,14,16509,Опасный,Снег,Зима,День,Среда,0,11-20
OD30822,2024-02-08,623,15,12204,Хрупкий,Снег,Зима,Вечер,Четверг,0,11-20
OD19705,2024-02-09,539,11,7621,Обычный,Снег,Зима,Вечер,Пятница,0,11-20
OD58889,2024-02-09,964,11,11093,Обычный,Метель,Зима,День,Пятница,1,11-20
DL40564,2024-02-09,1175,8,10361,Хрупкий,Снег,Зима,Ночь,Пятница,0,6-10
OD53912,2024-02-09,1618,27,29896,Хрупкий,Снег,Зима,День,Пятница,4,21-30
OR13984,2024-02-09,1086,21,20606,Замороженный,,Зима,Вечер,Пятница,2,21-30
OR62581,2024-02-09,1465,25,27619,Хрупкий,Ясно,Зима,День,Пятница,4,21-30
OR27649,2024-02-10,1720,28,22597,Хрупкий,Ясно,Зима,Утро,Суббота,3,21-30
OR88512,2024-02-10,438,11,13772,Опасный,Ясно,Зима,День,Суббота,0,11-20
DL38266,2024-02-10,794,14,8902,Обычный,Снег,Зима,День,Суббота,0,11-20
OR28821,2024-02-10,1143,16,14540,Хрупкий,Туман,Зима,Вечер,Суббота,0,11-20
OR50010,2024-02-10,396,15,14588,Обычный,Ясно,Зима,Вечер,Суббота,0,11-20
OR27782,2024-02-10,1618,27,22142,Обычный,Ясно,Зима,День,Суббота,4,21-30
DL28873,2024-02-11,395,15,13852,Обычный,Ясно,Зима,Вечер,Воскресенье,0,11-20
OR73192,2024-02-12,631,16,14191,Обычный,Снег,Зима,Утро,Понедельник,0,11-20
OR94267,2024-02-12,1178,19,21680,Хрупкий,Ясно,Зима,День,Понедельник,2,11-20
OD92944,2024-02-12,1232,20,17543,Хрупкий,Ясно,Зима,Вечер,Понедельник,1,11-20
OR15508,2024-02-12,719,8,15041,Хрупкий,Ясно,Зима,Ночь,Понедельник,0,6-10
OD40902,2024-02-12,632,9,11054,Обычный,Снег,Зима,Ночь,Понедельник,0,6-10
OR81404,2024-02-13,757,13,10458,Хрупкий,Ясно,Зима,День,Вторник,0,11-20
DL24463,2024-02-13,499,13,9977,Опасный,Метель,Зима,Ночь,Вторник,0,11-20
OR69980,2024-02-13,1036,17,21778,Хрупкий,Ясно,Зима,Вечер,Вторник,2,11-20
OR99909,2024-02-13,1464,23,16378,Замороженный,Туман,Зима,Утро,Вторник,2,21-30
OR23757,2024-02-13,1216,23,21001,Хрупкий,Ясно,Зима,Ночь,Вторник,2,21-30
DL49097,2024-02-14,1089,13,6958,Опасный,Ясно,Зима,Ночь,Среда,0,11-20
OR37324,2024-02-14,2031,,32269,Хрупкий,Снег,Зима,День,Среда,4,
OR38624,2024-02-14,774,14,15805,Замороженный,Ясно,Зима,Утро,Среда,0,11-20
OR16699,2024-02-14,1184,9,12651,Хрупкий,Ясно,Зима,Утро,Среда,0,6-10
OD30311,2024-02-15,1997,32,24563,Замороженный,Снег,Зима,Утро,Четверг,4,30+
OR69850,2024-02-15,1217,10,12770,Обычный,Ясно,Зима,Вечер,Четверг,0,6-10
OR48284,2024-02-16,1743,28,31128,Опасный,Ясно,Зима,Вечер,Пятница,4,21-30
OR74390,2024-02-16,982,10,15143,Опасный,Ясно,Зима,День,Пятница,0,6-10
OR48873,2024-02-16,395,,13383,Опасный,Снег,Зима,Вечер,Пятница,0,
DL35823,2024-02-16,921,15,10484,Опасный,Ясно,Зима,Утро,Пятница,0,11-20
OR33946,2024-02-16,1100,,16930,Опасный,Ясно,Зима,Вечер,Пятница,0,
DL19433,2024-02-16,757,16,9898,Обычный,Снег,Зима,Утро,Пятница,0,11-20
OR52454,2024-02-16,410,10,12910,Хрупкий,Ясно,Зима,Вечер,Пятница,0,6-10
OR67609,2024-02-16,813,17,17114,Обычный,Туман,Зима,День,Пятница,1,11-20
OD96362,2024-02-17,1108,14,10457,Опасный,Снег,Зима,День,Суббота,0,11-20
DL24490,2024-02-17,385,14,13368,Замороженный,Ясно,Зима,Вечер,Суббота,0,11-20
DL63770,2024-02-17,1122,20,13570,Хрупкий,Снег,Зима,Ночь,Суббота,1,11-20
OD60996,2024-02-17,803,11,9426,Замороженный,Снег,Зима,Утро,Суббота,0,11-20
OR27489,2024-02-17,498,,11783,Замороженный,Ясно,Зима,Утро,Суббота,0,
DL67120,2024-02-17,593,15,14247,Хрупкий,Туман,Зима,День,Суббота,0,11-20
OR93998,2024-02-18,1172,9,7313,Опасный,Ясно,Зима,Ночь,Воскресенье,0,6-10
OR93756,2024-02-18,1079,15,17502,Опасный,Снег,Зима,Утро,Воскресенье,0,11-20
OD76281,2024-02-18,656,13,6534,Обычный,Снег,Зима,Ночь,Воскресенье,0,11-20
DL94103,2024-02-18,818,12,10486,Обычный,Ясно,Зима,Утро,Воскресенье,0,11-20
OR17937,2024-02-19,766,15,11240,Опасный,Снег,Зима,День,Понедельник,1,11-20
OD39588,2024-02-19,524,11,8960,Обычный,,Зима,День,Понедельник,0,11-20
OD21918,2024-02-19,1250,14,17900,Обычный,Снег,Зима,Утро,Понедельник,1,11-20
