ID ТС,Дата записи,Пробег (км),Возраст ТС (лет),Количество ТО за год,Загрузка (%),Средняя скорость (км/ч),Средняя нагрузка двигателя (%),Поломка в ближайший месяц
VEH68268,2023-09-09,398761.0,7.0,6.0,43.3,22.0,58.0,0
VEH68400,2023-09-10,1041331.0,20.0,7.0,93.3,69.0,59.0,1
VEH39168,2023-09-11,467620.0,9.0,9.0,64.6,83.0,,0
VEH46110,2023-09-11,684538.0,13.0,0.0,78.4,74.0,,0
VEH56043,2023-09-11,180420.0,6.0,6.0,67.5,40.0,49.0,0
VEH74364,2023-09-11,456198.0,11.0,2.0,58.5,55.0,46.0,0
VEH88252,2023-09-12,8529.0,2.0,4.0,55.1,36.0,86.0,0
VEH93774,2023-09-12,4171.0,3.0,8.0,51.1,30.0,81.0,0
VEH60474,2023-09-12,859187.0,18.0,4.0,86.7,36.0,77.0,1
VEH97078,2023-09-12,322932.0,9.0,3.0,47.1,66.0,46.0,0
VEH74926,2023-09-12,1059868.0,16.0,7.0,92.3,49.0,69.0,1
VEH33331,2023-09-13,14543.0,0.0,8.0,39.2,65.0,81.0,0
VEH10498,2023-09-13,488575.0,13.0,3.0,95.4,53.0,80.0,1
VEH26749,2023-09-13,151779.0,5.0,3.0,91.0,87.0,71.0,1
VEH06388,2023-09-13,1059673.0,16.0,2.0,60.9,73.0,71.0,1
VEH82079,2023-09-13,711562.0,14.0,4.0,63.4,82.0,108.0,0
VEH54490,2023-09-13,569906.0,13.0,1.0,74.8,80.0,46.0,0
VEH06612,2023-09-13,28300.0,1.0,4.0,56.6,68.0,90.0,0
VEH23295,2023-09-14,847414.0,17.0,7.0,98.9,32.0,,1
VEH96022,2023-09-14,25304.0,1.0,5.0,94.6,64.0,72.0,1
VEH89243,2023-09-14,124087.0,10.0,3.0,65.9,59.0,78.0,0
VEH36210,2023-09-14,713783.0,12.0,6.0,50.9,37.0,78.0,0
VEH18067,2023-09-16,16346.0,1.0,8.0,97.0,59.0,81.0,0
VEH91219,2023-09-16,191219.0,3.0,2.0,69.0,54.0,79.0,0
VEH55853,2023-09-16,20792.0,0.0,0.0,74.8,41.0,72.0,0
VEH58929,2023-09-16,29882.0,1.0,9.0,45.9,73.0,31.0,0
VEH78929,2023-09-17,365478.0,11.0,6.0,78.7,93.0,50.0,0
VEH76602,2023-09-18,1160383.0,19.0,1.0,52.8,56.0,85.0,0
VEH14968,2023-09-18,5638.0,0.0,6.0,40.7,27.0,96.0,0
VEH64505,2023-09-18,629387.0,14.0,1.0,81.0,51.0,69.0,0
VEH18154,2023-09-18,163074.0,,1.0,99.4,80.0,73.0,1
VEH29472,2023-09-19,127963.0,6.0,4.0,53.6,48.0,64.0,0
VEH19928,2023-09-19,450166.0,11.0,0.0,35.7,46.0,42.0,0
VEH39411,2023-09-19,888341.0,16.0,8.0,97.1,73.0,31.0,1
VEH41050,2023-09-19,1189353.0,18.0,1.0,65.0,21.0,63.0,0
VEH57372,2023-09-19,346676.0,15.0,6.0,66.3,34.0,38.0,0
VEH28457,2023-09-20,1132491.0,20.0,2.0,90.7,45.0,62.0,1
VEH24333,2023-09-20,985370.0,16.0,4.0,42.5,49.0,91.0,0
VEH73326,2023-09-20,16149.0,1.0,1.0,63.9,64.0,30.0,0
VEH40623,2023-09-20,957807.0,17.0,0.0,88.8,92.0,46.0,1
VEH05252,2023-09-21,400500.0,14.0,3.0,60.1,71.0,64.0,0
VEH04212,2023-09-21,342885.0,7.0,7.0,54.9,67.0,69.0,0
VEH45016,2023-09-21,747960.0,17.0,8.0,93.5,53.0,71.0,0
VEH87878,2023-09-21,12899.0,1.0,3.0,45.5,85.0,36.0,1
VEH78349,2023-09-21,645687.0,11.0,10.0,37.7,28.0,86.0,0
VEH28314,2023-09-21,8619.0,1.0,1.0,89.1,71.0,75.0,0
VEH18220,2023-09-21,741635.0,14.0,0.0,72.5,79.0,86.0,0
VEH17350,2023-09-22,21923.0,1.0,9.0,98.9,64.0,69.0,1
VEH20912,2023-09-22,974643.0,18.0,9.0,73.2,33.0,65.0,0
VEH32813,2023-09-22,317355.0,9.0,4.0,69.9,29.0,55.0,0
VEH29446,2023-09-22,12176.0,0.0,7.0,58.4,73.0,51.0,0
VEH03871,2023-09-22,870176.0,18.0,2.0,49.7,52.0,47.0,1
VEH21483,2023-09-23,1106539.0,19.0,9.0,92.0,59.0,53.0,1
VEH73144,2023-09-23,1222808.0,20.0,6.0,33.1,79.0,73.0,1
VEH88875,2023-09-23,1080061.0,18.0,6.0,74.5,46.0,43.0,0
VEH84087,2023-09-24,333178.0,9.0,7.0,81.9,86.0,70.0,0
VEH40786,2023-09-24,854402.0,19.0,10.0,55.7,65.0,63.0,0
VEH80478,2023-09-24,463895.0,14.0,1.0,35.1,28.0,59.0,0
VEH65305,2023-09-25,247078.0,9.0,2.0,70.1,70.0,68.0,0
VEH01035,2023-09-25,208369.0,11.0,9.0,91.5,59.0,34.0,1
VEH33779,2023-09-26,827258.0,18.0,3.0,79.2,52.0,48.0,1
VEH91634,2023-09-26,975802.0,18.0,1.0,52.0,71.0,48.0,0
VEH43479,2023-09-26,833134.0,16.0,4.0,65.0,23.0,87.0,1
VEH96165,2023-09-28,329600.0,6.0,2.0,93.0,84.0,75.0,0
VEH14373,2023-09-28,71522.0,3.0,2.0,49.4,74.0,42.0,0
VEH78781,2023-09-28,28147.0,7.0,4.0,89.4,48.0,59.0,0
VEH63430,2023-09-28,349449.0,13.0,6.0,44.5,68.0,67.0,0
VEH56459,2023-09-30,31929.0,1.0,6.0,68.9,22.0,46.0,0
VEH70940,2023-09-30,37270.0,0.0,8.0,95.0,72.0,64.0,0
VEH11900,2023-09-30,263607.0,12.0,10.0,69.0,71.0,85.0,0
VEH38712,2023-09-30,226156.0,13.0,0.0,52.4,59.0,50.0,0
VEH86084,2023-10-01,136812.0,5.0,3.0,92.3,49.0,89.0,1
VEH69531,2023-10-01,480563.0,7.0,8.0,96.0,54.0,61.0,1
VEH11068,2023-10-01,583014.0,10.0,11.0,34.8,39.0,78.0,0
VEH76037,2023-10-02,585494.0,11.0,9.0,50.0,45.0,72.0,0
VEH94006,2023-10-02,904083.0,16.0,2.0,68.3,73.0,83.0,1
VEH24695,2023-10-02,1073090.0,17.0,0.0,31.5,48.0,47.0,1
VEH06099,2023-10-02,198954.0,9.0,0.0,30.7,27.0,64.0,0
VEH91284,2023-10-03,392111.0,13.0,10.0,67.0,66.0,62.0,0
VEH58446,2023-10-03,140029.0,4.0,9.0,71.8,91.0,44.0,0
VEH47045,2023-10-03,364318.0,10.0,0.0,61.5,85.0,82.0,0
VEH20460,2023-10-03,307214.0,4.0,6.0,60.8,67.0,65.0,0
VEH48298,2023-10-03,698158.0,11.0,7.0,58.1,62.0,93.0,0
VEH57897,2023-10-03,813057.0,13.0,9.0,98.4,55.0,,1
VEH09614,2023-10-04,946211.0,17.0,6.0,66.5,28.0,84.0,0
VEH93430,2023-10-04,424906.0,11.0,6.0,82.7,40.0,99.0,0
VEH31612,2023-10-04,263773.0,6.0,0.0,94.8,50.0,56.0,0
VEH53329,2023-10-05,191418.0,13.0,1.0,61.0,58.0,63.0,0
VEH65783,2023-10-05,221289.0,4.0,3.0,41.3,73.0,82.0,0
VEH29248,2023-10-05,471365.0,10.0,9.0,58.4,33.0,38.0,1
VEH92779,2023-10-06,158996.0,3.0,4.0,97.3,31.0,54.0,0
VEH12979,2023-10-06,473787.0,8.0,6.0,62.9,57.0,78.0,0
VEH93941,2023-10-08,237657.0,7.0,9.0,32.7,33.0,40.0,0
VEH51380,2023-10-08,527397.0,9.0,7.0,64.8,57.0,91.0,0
VEH65981,2023-10-09,39508.0,1.0,0.0,37.8,84.0,38.0,1
VEH88334,2023-10-09,201141.0,5.0,7.0,53.6,81.0,60.0,0
VEH32607,2023-10-10,26804.0,0.0,0.0,45.5,55.0,59.0,0
VEH46504,2023-10-10,876376.0,16.0,6.0,71.3,52.0,55.0,1
VEH22520,2023-10-10,743679.0,12.0,1.0,35.4,50.0,93.0,0
VEH18348,2023-10-10,214973.0,3.0,6.0,37.3,47.0,40.0,0
VEH45362,2023-10-11,28270.0,2.0,,61.1,52.0,36.0,1
VEH70055,2023-10-12,1026512.0,19.0,5.0,38.9,49.0,38.0,0
VEH57631,2023-10-12,32066.0,0.0,0.0,40.4,59.0,,0
VEH32962,2023-10-12,525603.0,12.0,9.0,67.7,32.0,88.0,0
VEH93107,2023-10-13,1018074.0,20.0,4.0,66.0,49.0,101.0,0
VEH03761,2023-10-13,891548.0,20.0,9.0,95.7,56.0,110.0,1
VEH84144,2023-10-15,496678.0,10.0,0.0,87.5,61.0,80.0,0
VEH57262,2023-10-15,321897.0,5.0,10.0,58.5,73.0,37.0,0
VEH62659,2023-10-15,842229.0,18.0,7.0,52.2,79.0,73.0,0
VEH32887,2023-10-15,965082.0,20.0,2.0,70.7,84.0,59.0,1
VEH60985,2023-10-16,511049.0,11.0,3.0,38.3,60.0,76.0,0
VEH10009,2023-10-16,399210.0,8.0,0.0,49.6,21.0,49.0,0
VEH66022,2023-10-16,559779.0,14.0,7.0,61.8,60.0,104.0,0
VEH68724,2023-10-16,520702.0,12.0,2.0,51.4,36.0,99.0,0
VEH66835,2023-10-16,867647.0,14.0,2.0,65.4,63.0,91.0,1
VEH20829,2023-10-17,435592.0,13.0,10.0,81.8,52.0,104.0,0
VEH78552,2023-10-17,93902.0,4.0,5.0,64.2,69.0,33.0,0
VEH96827,2023-10-17,32967.0,2.0,7.0,68.2,22.0,89.0,0
VEH10087,2023-10-17,880190.0,15.0,6.0,75.2,40.0,48.0,0
VEH43458,2023-10-18,256821.0,5.0,9.0,62.5,30.0,99.0,0
VEH68038,2023-10-18,760200.0,19.0,1.0,80.1,46.0,48.0,1
VEH87556,2023-10-18,427670.0,8.0,0.0,99.2,29.0,59.0,0
VEH69996,2023-10-18,851984.0,16.0,10.0,60.1,56.0,44.0,1
VEH32304,2023-10-18,15265.0,2.0,3.0,66.1,48.0,68.0,0
VEH99574,2023-10-18,309437.0,14.0,3.0,31.4,40.0,79.0,0
VEH63506,2023-10-19,79154.0,4.0,5.0,76.0,55.0,39.0,1
VEH32536,2023-10-19,183661.0,5.0,3.0,77.2,52.0,37.0,1
VEH51215,2023-10-20,851789.0,12.0,1.0,56.3,57.0,74.0,1
VEH51551,2023-10-20,12185.0,2.0,8.0,66.1,90.0,68.0,0
VEH48666,2023-10-20,116682.0,5.0,10.0,94.9,81.0,58.0,0
VEH02687,2023-10-20,992012.0,19.0,2.0,84.4,39.0,31.0,1
VEH62931,2023-10-21,184499.0,3.0,3.0,44.8,40.0,57.0,0
VEH32157,2023-10-21,308304.0,7.0,8.0,64.9,65.0,59.0,0
VEH43886,2023-10-21,220461.0,10.0,2.0,63.9,64.0,36.0,1
VEH82460,2023-10-22,824500.0,17.0,9.0,96.6,81.0,60.0,0
VEH69135,2023-10-22,550704.0,12.0,1.0,49.2,31.0,87.0,0
VEH50821,2023-10-22,526428.0,14.0,1.0,32.7,50.0,64.0,0
VEH53120,2023-10-22,1048356.0,17.0,4.0,96.8,61.0,53.0,1
VEH06228,2023-10-22,859183.0,18.0,0.0,43.2,19.0,69.0,1
VEH60593,2023-10-23,352695.0,5.0,9.0,38.9,26.0,41.0,0
VEH05570,2023-10-24,87278.0,4.0,6.0,86.7,73.0,66.0,0
VEH77196,2023-10-24,9613.0,1.0,1.0,30.8,56.0,53.0,0
VEH68052,2023-10-24,512289.0,9.0,0.0,64.6,70.0,56.0,0
VEH72329,2023-10-24,190474.0,6.0,10.0,97.5,44.0,83.0,0
VEH15559,2023-10-24,69620.0,3.0,6.0,71.0,61.0,33.0,1
VEH84146,2023-10-24,106638.0,3.0,2.0,39.1,86.0,45.0,0
VEH95417,2023-10-25,487901.0,15.0,9.0,63.8,54.0,93.0,0
VEH13857,2023-10-25,272751.0,5.0,1.0,51.6,35.0,72.0,0
VEH92090,2023-10-26,212857.0,5.0,10.0,69.4,61.0,102.0,0
VEH15544,2023-10-26,483103.0,15.0,9.0,65.7,27.0,98.0,0
VEH81504,2023-10-26,93670.0,5.0,1.0,53.6,39.0,91.0,0
VEH45987,2023-10-26,523311.0,8.0,8.0,98.1,64.0,33.0,0
VEH88668,2023-10-26,561606.0,13.0,2.0,64.5,74.0,37.0,0
VEH21810,2023-10-26,407673.0,10.0,6.0,96.6,71.0,100.0,0
VEH74168,2023-10-27,684221.0,19.0,7.0,70.8,39.0,99.0,0
VEH36518,2023-10-27,537043.0,13.0,3.0,49.6,69.0,85.0,0
VEH83193,2023-10-28,1086299.0,17.0,3.0,87.4,61.0,60.0,1
VEH74013,2023-10-28,820387.0,16.0,2.0,51.4,28.0,41.0,1
VEH45283,2023-10-29,177032.0,10.0,5.0,80.0,30.0,67.0,0
VEH18135,2023-10-29,207713.0,7.0,9.0,65.8,64.0,53.0,0
VEH30771,2023-10-30,32115.0,0.0,8.0,80.6,65.0,43.0,0
VEH50248,2023-10-30,1049519.0,18.0,8.0,47.2,61.0,78.0,0
VEH88672,2023-10-30,573597.0,13.0,5.0,94.5,48.0,,1
VEH98487,2023-10-30,163612.0,3.0,7.0,70.6,55.0,29.0,1
VEH40183,2023-10-31,19886.0,1.0,,35.4,37.0,106.0,0
VEH75715,2023-10-31,410576.0,15.0,3.0,53.6,40.0,77.0,0
VEH44019,2023-10-31,1041142.0,16.0,2.0,98.1,37.0,104.0,1
VEH84862,2023-10-31,26290.0,0.0,5.0,49.3,21.0,41.0,0
VEH73892,2023-11-01,598321.0,12.0,7.0,34.2,43.0,47.0,0
VEH17760,2023-11-02,191113.0,5.0,2.0,54.8,42.0,55.0,0
VEH09068,2023-11-03,490706.0,11.0,5.0,40.3,56.0,111.0,0
VEH04174,2023-11-03,22072.0,2.0,6.0,82.7,65.0,56.0,0
VEH37407,2023-11-03,631845.0,11.0,0.0,58.6,71.0,94.0,0
VEH22357,2023-11-04,754267.0,17.0,7.0,95.8,53.0,59.0,1
VEH70263,2023-11-04,242007.0,8.0,6.0,69.4,70.0,115.0,0
VEH15384,2023-11-04,23085.0,2.0,8.0,31.0,56.0,66.0,0
VEH82791,2023-11-04,149565.0,5.0,1.0,58.2,77.0,91.0,0
VEH49451,2023-11-05,121016.0,4.0,5.0,85.1,57.0,97.0,0
VEH14031,2023-11-05,385881.0,14.0,8.0,34.2,43.0,38.0,1
VEH60307,2023-11-06,756314.0,17.0,9.0,62.4,26.0,67.0,0
VEH50042,2023-11-06,286200.0,8.0,3.0,31.6,47.0,33.0,1
VEH42362,2023-11-07,905436.0,19.0,7.0,87.7,23.0,74.0,0
VEH55556,2023-11-07,999924.0,17.0,0.0,87.1,24.0,64.0,1
VEH55483,2023-11-07,149662.0,4.0,0.0,61.4,83.0,95.0,0
VEH29796,2023-11-07,5770.0,1.0,9.0,94.1,73.0,45.0,0
VEH48017,2023-11-08,385025.0,7.0,11.0,96.6,53.0,78.0,0
VEH17536,2023-11-08,605747.0,13.0,8.0,41.5,50.0,80.0,0
VEH07703,2023-11-08,121426.0,8.0,9.0,34.3,39.0,84.0,0
VEH35695,2023-11-08,924090.0,20.0,2.0,61.9,41.0,44.0,1
VEH27702,2023-11-08,1198354.0,19.0,5.0,63.0,39.0,76.0,0
VEH42216,2023-11-08,1020269.0,19.0,9.0,91.6,34.0,109.0,1
VEH81757,2023-11-08,27392.0,2.0,10.0,99.0,61.0,109.0,0
VEH62365,2023-11-08,494949.0,11.0,6.0,95.0,55.0,84.0,0
VEH29181,2023-11-08,755953.0,16.0,7.0,59.6,22.0,39.0,0
VEH18552,2023-11-09,20147.0,1.0,11.0,97.3,30.0,34.0,0
VEH66491,2023-11-09,561847.0,11.0,2.0,56.7,48.0,87.0,0
VEH22512,2023-11-09,949768.0,17.0,6.0,99.1,90.0,82.0,1
VEH31583,2023-11-09,456497.0,15.0,3.0,96.9,15.0,53.0,0
VEH04627,2023-11-09,14314.0,5.0,0.0,49.9,38.0,86.0,0
VEH79373,2023-11-10,385244.0,14.0,4.0,45.6,72.0,44.0,0
VEH03127,2023-11-10,8646.0,2.0,9.0,83.5,51.0,39.0,0
VEH93427,2023-11-10,1135883.0,20.0,10.0,46.2,41.0,20.0,0
VEH08593,2023-11-10,246989.0,15.0,9.0,44.7,76.0,40.0,0
VEH60796,2023-11-10,339922.0,12.0,9.0,80.9,76.0,31.0,1
VEH39389,2023-11-11,1109497.0,19.0,10.0,50.2,42.0,47.0,1
VEH95257,2023-11-11,850855.0,16.0,7.0,41.4,68.0,55.0,0
VEH55754,2023-11-12,107536.0,4.0,2.0,87.4,85.0,44.0,0
VEH43670,2023-11-12,880850.0,18.0,3.0,78.5,21.0,113.0,1
VEH17873,2023-11-12,32891.0,1.0,11.0,52.6,29.0,64.0,0
VEH48582,2023-11-12,741529.0,16.0,0.0,96.5,31.0,74.0,1
VEH60296,2023-11-12,121104.0,5.0,9.0,70.7,92.0,74.0,0
VEH52655,2023-11-13,321584.0,7.0,5.0,46.5,104.0,138.0,0
VEH02666,2023-11-13,367959.0,8.0,0.0,70.7,67.0,,0
VEH63554,2023-11-13,304610.0,11.0,6.0,34.4,56.0,80.0,0
VEH13378,2023-11-13,1064812.0,19.0,5.0,71.1,26.0,66.0,0
VEH97361,2023-11-13,1233359.0,18.0,0.0,70.0,43.0,87.0,1
VEH49011,2023-11-13,243726.0,3.0,2.0,90.5,30.0,91.0,1
VEH24760,2023-11-13,941066.0,17.0,2.0,67.8,81.0,85.0,1
VEH48323,2023-11-14,352903.0,10.0,5.0,32.3,67.0,41.0,0
VEH16034,2023-11-14,309098.0,5.0,7.0,60.5,65.0,59.0,0
VEH55863,2023-11-14,889530.0,18.0,5.0,89.3,74.0,33.0,1
VEH75825,2023-11-14,645168.0,11.0,8.0,72.9,47.0,39.0,1
VEH23390,2023-11-15,1166253.0,20.0,3.0,96.6,74.0,77.0,1
VEH37452,2023-11-15,180568.0,4.0,11.0,84.5,50.0,42.0,0
VEH39395,2023-11-15,996899.0,18.0,4.0,81.8,24.0,47.0,1
VEH61966,2023-11-15,252879.0,7.0,3.0,89.4,80.0,107.0,0
VEH35534,2023-11-16,1193720.0,18.0,1.0,57.9,57.0,80.0,0
VEH96232,2023-11-16,324718.0,5.0,4.0,34.7,31.0,75.0,0
VEH18122,2023-11-17,272867.0,10.0,2.0,43.7,37.0,49.0,0
VEH47392,2023-11-17,258105.0,10.0,7.0,77.5,35.0,43.0,0
VEH02258,2023-11-17,454689.0,10.0,6.0,50.8,73.0,53.0,0
VEH84757,2023-11-17,863448.0,18.0,2.0,31.1,48.0,55.0,1
VEH53686,2023-11-17,1172584.0,18.0,3.0,32.6,89.0,52.0,1
VEH58198,2023-11-17,453058.0,7.0,5.0,70.9,63.0,104.0,0
VEH64561,2023-11-17,572866.0,11.0,1.0,81.3,58.0,51.0,0
VEH66044,2023-11-17,936489.0,16.0,1.0,75.6,56.0,74.0,0
VEH61028,2023-11-18,487332.0,12.0,5.0,57.2,69.0,45.0,0
VEH54657,2023-11-18,1020596.0,20.0,7.0,94.9,63.0,85.0,1
VEH28459,2023-11-18,654893.0,12.0,8.0,94.2,55.0,48.0,0
VEH18898,2023-11-19,791801.0,19.0,5.0,62.5,51.0,57.0,0
VEH25561,2023-11-20,405803.0,9.0,4.0,50.8,24.0,39.0,0
VEH78894,2023-11-20,191199.0,6.0,4.0,54.1,61.0,40.0,0
VEH33190,2023-11-21,116509.0,3.0,10.0,71.5,72.0,69.0,0
VEH54958,2023-11-21,863581.0,18.0,1.0,76.3,80.0,71.0,1
VEH44413,2023-11-22,271067.0,3.0,7.0,93.7,68.0,29.0,0
VEH13094,2023-11-22,249956.0,5.0,0.0,89.2,51.0,41.0,0
VEH01363,2023-11-23,553814.0,10.0,9.0,96.2,46.0,80.0,1
VEH26649,2023-11-23,24116.0,1.0,1.0,97.7,59.0,93.0,0
VEH82209,2023-11-23,175038.0,6.0,6.0,68.7,62.0,81.0,0
VEH68410,2023-11-23,506097.0,10.0,4.0,87.9,66.0,39.0,1
VEH09287,2023-11-24,220559.0,10.0,5.0,57.0,70.0,60.0,0
VEH97149,2023-11-24,288246.0,6.0,2.0,54.9,38.0,45.0,0
VEH10768,2023-11-24,255401.0,6.0,6.0,44.9,66.0,79.0,0
VEH52737,2023-11-25,961480.0,16.0,1.0,39.0,32.0,81.0,1
VEH43305,2023-11-25,669675.0,13.0,7.0,45.4,50.0,96.0,0
VEH24033,2023-11-25,12076.0,1.0,0.0,82.5,59.0,91.0,0
VEH42433,2023-11-25,255744.0,8.0,2.0,55.9,76.0,57.0,0
VEH98212,2023-11-26,842203.0,20.0,1.0,30.3,21.0,84.0,1
VEH80063,2023-11-26,24704.0,2.0,0.0,37.8,82.0,71.0,0
VEH19696,2023-11-26,170877.0,5.0,7.0,50.5,41.0,110.0,0
VEH59163,2023-11-26,767563.0,16.0,1.0,57.8,22.0,109.0,1
VEH30403,2023-11-27,1045064.0,16.0,7.0,53.5,57.0,101.0,1
VEH95946,2023-11-27,726666.0,19.0,2.0,51.8,96.0,99.0,0
VEH75185,2023-11-28,28716.0,0.0,4.0,68.8,77.0,80.0,0
VEH73920,2023-11-28,318613.0,7.0,8.0,35.0,29.0,50.0,0
VEH57600,2023-11-28,485003.0,11.0,6.0,86.7,58.0,52.0,0
VEH97310,2023-11-28,137990.0,4.0,5.0,66.3,38.0,42.0,0
VEH33439,2023-11-29,562815.0,13.0,7.0,89.2,21.0,60.0,0
VEH42977,2023-11-30,536163.0,10.0,9.0,75.6,90.0,73.0,0
VEH38641,2023-11-30,630675.0,14.0,8.0,82.7,35.0,72.0,0
VEH21669,2023-11-30,268238.0,9.0,2.0,89.0,90.0,31.0,1
VEH48317,2023-11-30,495020.0,10.0,8.0,85.9,33.0,44.0,0
VEH05672,2023-12-01,300683.0,8.0,8.0,98.7,75.0,93.0,1
VEH41815,2023-12-01,700515.0,18.0,5.0,69.8,73.0,38.0,1
VEH64362,2023-12-01,264164.0,10.0,8.0,51.3,33.0,34.0,0
VEH06152,2023-12-02,,16.0,2.0,70.6,49.0,55.0,1
VEH24821,2023-12-02,1133184.0,19.0,1.0,60.4,28.0,67.0,1
VEH77174,2023-12-02,474608.0,13.0,5.0,61.7,78.0,58.0,0
VEH74174,2023-12-03,9873.0,0.0,0.0,59.7,70.0,79.0,0
VEH16266,2023-12-03,122696.0,9.0,5.0,34.4,27.0,35.0,0
VEH29673,2023-12-04,1093337.0,18.0,,74.5,37.0,83.0,0
VEH89202,2023-12-04,6019.0,2.0,3.0,83.2,31.0,54.0,0
VEH23758,2023-12-04,160458.0,3.0,5.0,39.3,37.0,73.0,0
VEH05387,2023-12-04,17785.0,2.0,3.0,48.9,83.0,37.0,1
VEH74222,2023-12-05,154618.0,10.0,6.0,46.1,46.0,41.0,0
VEH16744,2023-12-05,274072.0,6.0,9.0,80.1,32.0,86.0,0
VEH25006,2023-12-05,852424.0,17.0,2.0,49.7,27.0,77.0,1
VEH81952,2023-12-05,502715.0,9.0,,50.4,31.0,86.0,0
VEH13403,2023-12-05,1113565.0,16.0,8.0,78.9,72.0,38.0,1
VEH36908,2023-12-05,438655.0,12.0,9.0,95.3,44.0,73.0,0
VEH56576,2023-12-05,769789.0,15.0,2.0,73.3,76.0,64.0,0
VEH07686,2023-12-05,248372.0,7.0,6.0,56.0,81.0,75.0,0
VEH99420,2023-12-06,1009909.0,20.0,7.0,48.3,52.0,97.0,1
VEH69828,2023-12-07,242106.0,9.0,9.0,45.3,40.0,96.0,0
VEH24135,2023-12-07,11361.0,0.0,2.0,32.6,89.0,45.0,0
VEH31001,2023-12-07,929703.0,16.0,2.0,50.7,86.0,44.0,1
VEH78792,2023-12-08,361643.0,9.0,3.0,78.9,23.0,85.0,0
VEH66139,2023-12-08,27293.0,2.0,7.0,93.8,75.0,43.0,1
VEH49763,2023-12-08,293569.0,5.0,8.0,58.9,52.0,100.0,0
VEH97134,2023-12-08,109397.0,3.0,2.0,37.0,60.0,100.0,0
VEH88633,2023-12-08,35935.0,2.0,2.0,71.1,37.0,41.0,0
VEH46859,2023-12-10,162329.0,4.0,11.0,43.2,78.0,40.0,0
VEH51407,2023-12-10,541643.0,9.0,9.0,57.7,56.0,59.0,0
VEH25431,2023-12-11,641779.0,12.0,0.0,77.0,79.0,70.0,0
VEH21663,2023-12-11,750373.0,16.0,3.0,87.1,70.0,55.0,0
VEH75179,2023-12-12,459474.0,15.0,2.0,91.5,78.0,56.0,1
VEH71447,2023-12-12,913393.0,17.0,6.0,33.6,46.0,42.0,1
VEH46956,2023-12-12,848138.0,17.0,2.0,45.3,82.0,98.0,0
VEH95947,2023-12-12,306624.0,12.0,9.0,41.9,83.0,98.0,0
VEH62090,2023-12-12,691844.0,14.0,2.0,63.7,79.0,83.0,0
VEH02741,2023-12-14,341433.0,11.0,7.0,60.1,25.0,110.0,0
VEH70962,2023-12-14,191027.0,8.0,5.0,72.2,37.0,78.0,0
VEH69284,2023-12-14,412780.0,8.0,7.0,73.8,57.0,40.0,0
VEH42410,2023-12-14,4224.0,4.0,9.0,66.6,51.0,53.0,0
VEH27152,2023-12-14,483775.0,,2.0,44.9,84.0,42.0,0
VEH74791,2023-12-14,713940.0,16.0,10.0,63.4,47.0,72.0,0
VEH36277,2023-12-15,406441.0,12.0,9.0,89.9,34.0,58.0,0
VEH12838,2023-12-15,156821.0,3.0,6.0,42.4,44.0,65.0,0
VEH02151,2023-12-16,183501.0,5.0,,96.2,65.0,88.0,1
VEH99934,2023-12-16,952663.0,20.0,8.0,47.5,65.0,38.0,1
VEH58896,2023-12-16,556197.0,14.0,11.0,92.5,76.0,73.0,0
VEH05647,2023-12-16,822669.0,14.0,3.0,66.5,34.0,78.0,1
VEH38192,2023-12-16,998561.0,20.0,9.0,62.9,75.0,43.0,0
VEH80944,2023-12-16,19997.0,0.0,5.0,81.9,88.0,64.0,0
VEH21681,2023-12-16,156153.0,4.0,9.0,79.9,100.0,76.0,0
VEH13107,2023-12-16,809654.0,19.0,3.0,43.5,90.0,32.0,1
VEH08354,2023-12-16,137954.0,5.0,1.0,74.0,44.0,37.0,1
VEH20727,2023-12-17,302830.0,10.0,10.0,82.0,46.0,59.0,0
VEH53698,2023-12-17,6392.0,2.0,11.0,61.4,44.0,66.0,0
VEH18199,2023-12-17,1147416.0,17.0,9.0,63.7,79.0,70.0,0
VEH33184,2023-12-18,150123.0,5.0,,66.1,98.0,99.0,0
VEH66487,2023-12-18,443196.0,7.0,9.0,71.5,52.0,101.0,0
VEH61793,2023-12-18,932329.0,17.0,3.0,89.8,50.0,81.0,0
VEH09406,2023-12-19,513866.0,9.0,4.0,64.3,39.0,73.0,0
VEH34452,2023-12-19,278691.0,15.0,10.0,65.2,31.0,33.0,1
VEH90527,2023-12-19,689457.0,15.0,3.0,76.1,50.0,95.0,0
VEH64285,2023-12-19,504275.0,12.0,4.0,47.0,38.0,33.0,0
VEH27318,2023-12-20,37356.0,0.0,9.0,99.9,81.0,55.0,0
VEH36389,2023-12-20,336121.0,8.0,8.0,84.2,62.0,105.0,0
VEH61215,2023-12-20,482518.0,15.0,8.0,49.8,38.0,68.0,0
VEH92204,2023-12-20,141199.0,3.0,2.0,36.8,64.0,85.0,0
VEH75073,2023-12-21,778050.0,19.0,8.0,83.8,52.0,39.0,1
VEH21838,2023-12-21,228262.0,5.0,9.0,35.1,30.0,,0
VEH41249,2023-12-21,32070.0,2.0,2.0,95.6,61.0,31.0,1
VEH58971,2023-12-22,317227.0,7.0,11.0,37.8,59.0,46.0,0
VEH59099,2023-12-22,274311.0,14.0,8.0,56.4,20.0,38.0,0
VEH54011,2023-12-22,168995.0,3.0,3.0,57.2,69.0,64.0,0
VEH65421,2023-12-23,725799.0,10.0,2.0,81.1,75.0,73.0,0
