ID заказа,Дата заказа,Тип клиента,Категория груза,Вес груза (кг),Объём груза (м³),Требуемое время доставки (дней),Расстояние до клиента (км),Особые условия,Приоритет доставки
OD47983,2023-12-28,Корпоративный,Стройматериалы,1352.99,6.01,,440.0,Нет,Средний
OC95860,2023-12-29,Частный,Медикаменты,393.28,1.62,0.0,,Требуется холод,Высокий
OC42864,2023-12-29,Корпоративный,Одежда,1147.49,,1.0,105.0,Нет,Средний
OR45330,2023-12-29,Корпоративный,Одежда,375.71,2.03,1.0,,,Высокий
OD68831,2023-12-29,Частный,Стройматериалы,428.02,,3.0,,Требуется холод,Высокий
OR53544,,Корпоративный,Стройматериалы,379.5,2.28,1.0,120.0,Требуется холод,Высокий
OC68866,,Частный,Одежда,1378.33,8.03,6.0,305.0,Требуется аккуратность,Средний
OR64260,2023-12-29,Корпоративный,Одежда,2733.15,14.89,5.0,617.0,Требуется аккуратность,Низкий
OD49936,2023-12-29,Корпоративный,Техника,475.34,1.93,2.0,106.0,Требуется холод,Высокий
OR63957,2023-12-29,Частный,Одежда,2284.85,12.35,12.0,888.0,Нет,Низкий
OR45652,,Частный,Техника,2546.58,13.28,13.0,693.0,,Низкий
OD38963,2023-12-29,Частный,Продукты питания,439.72,2.43,2.0,192.0,Нет,Высокий
OC56105,2023-12-29,Корпоративный,Одежда,482.62,2.87,1.0,45.0,Требуется холод,Высокий
OD36045,2023-12-29,Корпоративный,Техника,2393.11,13.17,5.0,502.0,Требуется аккуратность,Низкий
OR95976,2023-12-29,Корпоративный,Техника,2521.16,13.77,8.0,634.0,Нет,Низкий
OD73138,2023-12-29,Частный,Одежда,1771.76,9.72,3.0,174.0,Требуется аккуратность,Средний
OD62429,2023-12-29,Корпоративный,Одежда,1351.39,5.92,6.0,362.0,Требуется аккуратность,Средний
OR69842,2023-12-29,Частный,Одежда,16.37,,1.0,35.0,Нет,Высокий
OC68686,2023-12-29,Корпоративный,Стройматериалы,979.58,4.26,1.0,30.0,Требуется холод,Высокий
OR18846,2023-12-29,Частный,Продукты питания,1313.29,7.69,5.0,326.0,Нет,Средний
OC75516,,Частный,Продукты питания,410.5,,2.0,177.0,Требуется холод,Высокий
OD99644,2023-12-30,Корпоративный,Одежда,1506.28,6.32,2.0,258.0,Нет,Средний
OC57811,2023-12-30,Частный,Техника,1641.42,9.65,5.0,268.0,Требуется аккуратность,Средний
OR28589,2023-12-30,Частный,Одежда,1666.01,7.97,5.0,372.0,Нет,Средний
OD22554,2023-12-30,Корпоративный,Техника,2450.95,9.85,7.0,738.0,Требуется аккуратность,Низкий
OC22765,,Корпоративный,Стройматериалы,,8.57,2.0,193.0,Нет,Средний
OR82222,2023-12-30,Корпоративный,Одежда,271.0,1.32,1.0,98.0,Требуется холод,Высокий
,2023-12-30,Частный,Одежда,585.4,3.08,1.0,34.0,Требуется холод,Высокий
OR18974,2023-12-30,Корпоративный,Стройматериалы,2574.81,13.43,13.0,736.0,Нет,Низкий
OR43567,2023-12-30,Частный,Продукты питания,764.03,3.38,1.0,26.0,Требуется холод,Высокий
OC48240,2023-12-30,Корпоративный,Продукты питания,610.9,3.03,1.0,48.0,Нет,Высокий
OR61912,2023-12-30,Корпоративный,Техника,2038.9,10.36,6.0,657.0,Нет,Низкий
OR73228,2023-12-31,Корпоративный,Продукты питания,1453.22,6.55,2.0,269.0,Требуется аккуратность,Средний
OD78247,2023-12-31,Корпоративный,Продукты питания,472.15,2.19,1.0,61.0,Требуется холод,Высокий
OC56105,2023-12-31,Корпоративный,Медикаменты,589.78,3.09,1.0,37.0,Требуется холод,Высокий
OR93993,2023-12-31,Частный,Медикаменты,492.23,2.45,1.0,38.0,Требуется холод,Высокий
OC93122,2023-12-31,Частный,Продукты питания,1248.49,5.58,4.0,350.0,Нет,Средний
OC74440,2023-12-31,Частный,Медикаменты,536.07,3.06,3.0,166.0,Требуется холод,Высокий
,2023-12-31,Корпоративный,Стройматериалы,447.19,2.31,2.0,114.0,Нет,Высокий
OD51576,2023-12-31,Частный,Медикаменты,2739.45,16.38,10.0,713.0,Требуется аккуратность,Низкий
OR80931,2023-12-31,Частный,Продукты питания,1606.87,7.83,7.0,601.0,Требуется аккуратность,Средний
,2023-12-31,Корпоративный,Техника,715.95,3.65,1.0,33.0,Нет,Высокий
OR95493,2023-12-31,Частный,Медикаменты,416.3,1.75,1.0,62.0,Требуется холод,Высокий
OR54356,2023-12-31,Корпоративный,Медикаменты,399.14,1.86,4.0,261.0,Требуется холод,Высокий
OD41888,2023-12-31,Корпоративный,Стройматериалы,3145.06,18.32,6.0,740.0,Нет,Низкий
OC83061,2023-12-31,Частный,Одежда,391.91,,2.0,127.0,Требуется холод,Высокий
OD49825,2023-12-31,Корпоративный,Одежда,2365.06,12.77,7.0,718.0,Нет,Низкий
,2023-12-31,Корпоративный,Медикаменты,,2.14,3.0,216.0,Требуется холод,Высокий
OR49605,2023-12-31,Корпоративный,Одежда,,14.54,12.0,648.0,Требуется аккуратность,Низкий
OR75844,,Частный,Стройматериалы,399.5,1.65,3.0,165.0,Нет,Высокий
OR54646,2024-01-01,Корпоративный,Стройматериалы,578.9,3.14,1.0,112.0,Требуется аккуратность,Высокий
,2024-01-01,Корпоративный,Одежда,520.76,2.56,1.0,71.0,Требуется холод,Высокий
OD28240,2024-01-01,Частный,Стройматериалы,2695.79,15.24,7.0,,Требуется аккуратность,Низкий
,2024-01-01,Корпоративный,Продукты питания,484.73,2.49,1.0,12.0,Нет,Высокий
OD23050,2024-01-01,Корпоративный,Стройматериалы,2535.35,15.18,7.0,614.0,Нет,Низкий
OC49159,2024-01-01,Частный,Одежда,2448.27,11.35,8.0,773.0,Нет,Низкий
OD79045,2024-01-01,Частный,Одежда,266.3,1.45,1.0,83.0,Требуется холод,Высокий
OC55239,2024-01-01,Корпоративный,Одежда,332.47,1.55,1.0,70.0,Требуется холод,Высокий
OR51516,2024-01-01,Корпоративный,Продукты питания,261.61,1.3,2.0,123.0,Требуется холод,Высокий
OR61919,2024-01-01,Частный,Продукты питания,525.31,3.01,1.0,66.0,Нет,Высокий
OD33717,2024-01-01,Частный,Одежда,551.84,2.79,1.0,80.0,Требуется холод,Высокий
OD17280,2024-01-01,Корпоративный,Техника,,3.1,2.0,165.0,Требуется холод,Высокий
OR35209,2024-01-02,Корпоративный,Медикаменты,2555.61,13.43,10.0,742.0,,Низкий
,2024-01-02,Корпоративный,Стройматериалы,474.18,2.63,2.0,174.0,Требуется холод,Высокий
OR15403,2024-01-02,Корпоративный,Стройматериалы,2306.85,12.71,10.0,623.0,Нет,Низкий
OC55114,2024-01-02,Частный,Стройматериалы,1229.19,6.94,4.0,251.0,Нет,Средний
OR36293,2024-01-02,Корпоративный,Продукты питания,,1.66,1.0,9.0,Требуется холод,Высокий
OC66038,2024-01-02,Корпоративный,Продукты питания,1674.24,8.64,5.0,292.0,Нет,Средний
OR64879,2024-01-02,Частный,Одежда,,3.26,1.0,57.0,Требуется холод,Высокий
OC85837,2024-01-02,Корпоративный,Стройматериалы,6369.71,32.44,4.0,508.0,Требуется аккуратность,
OD12175,2024-01-02,Корпоративный,Стройматериалы,2392.15,13.82,8.0,747.0,,Низкий
OC63551,,Корпоративный,Техника,1757.93,10.28,8.0,404.0,Нет,Средний
OD44535,2024-01-02,Частный,Медикаменты,434.05,1.85,0.0,,Требуется холод,Высокий
OC19100,2024-01-02,Частный,Одежда,637.9,3.13,1.0,41.0,Требуется аккуратность,Высокий
OR42428,2024-01-02,Частный,Стройматериалы,2040.22,8.39,6.0,336.0,Требуется аккуратность,Средний
,,Частный,Стройматериалы,1119.28,4.78,5.0,405.0,Нет,Средний
OC28423,2024-01-02,Частный,Медикаменты,103.99,0.47,1.0,63.0,,Высокий
OD30871,2024-01-02,Частный,Стройматериалы,303.71,1.41,1.0,169.0,Требуется холод,Высокий
OD20607,2024-01-03,Корпоративный,Одежда,1169.02,6.07,,159.0,Нет,Средний
OC28858,2024-01-03,Частный,Техника,553.82,2.8,2.0,130.0,Требуется холод,Высокий
,2024-01-03,Частный,Продукты питания,2803.14,11.51,6.0,712.0,Нет,Низкий
OD52779,2024-01-03,Частный,Стройматериалы,478.64,1.92,1.0,68.0,Требуется холод,Высокий
,2024-01-03,Корпоративный,Одежда,548.8,3.09,5.0,312.0,Требуется холод,Высокий
OC70316,2024-01-03,Частный,Одежда,2190.86,9.23,11.0,674.0,Нет,Низкий
OC81396,2024-01-03,Корпоративный,Одежда,2459.41,10.65,15.0,814.0,Требуется аккуратность,Низкий
OC13519,2024-01-03,Корпоративный,Техника,355.9,2.09,1.0,133.0,Требуется холод,Высокий
OR15614,2024-01-03,Частный,Стройматериалы,534.14,3.04,1.0,55.0,Требуется холод,Высокий
OD50458,2024-01-03,Частный,Техника,2695.86,15.88,5.0,,Нет,Низкий
OD60509,2024-01-03,Корпоративный,Медикаменты,15524.83,88.9,11.0,983.0,Требуется холод,
