Расстояние (км),Вес груза (кг),Объём груза (м³),Плотность (кг/м³),Стоимость топлива (тенге/л),Тип груза,Тип транспорта,Зарплата водителя (тенге),Налоги и сборы (тенге),Стоимость доставки (тенге)
252.0,1107.0,3.0415101060764576,364.0,204.0,Продукты,Тент,100736.0,17439.0,128446.0
2704.0,21765.0,80.1,272.0,254.0,Стройматериалы,Грузовик,193748.0,46537.0,410249.0
725.0,18959.0,95.8,198.0,233.0,Мебель,Грузовик,122691.0,30660.0,200218.0
1218.0,10846.0,45.7,237.0,228.0,Техника,Тент,135349.0,27674.0,206018.0
1535.0,471.0,1.52123325366943,310.0,222.0,Продукты,Тент,141383.0,29783.0,282158.0
3056.0,1728.0,3.3358394149638704,518.0,225.0,Продукты,Рефрижератор,184865.0,40487.0,600580.0
1657.0,9917.0,48.3,205.0,181.0,Техника,Тент,153329.0,35120.0,214116.0
1375.0,11386.0,32.9,346.0,258.0,Техника,Грузовик,189539.0,36089.0,246783.0
1823.0,4114.0,44.1,93.0,219.0,Мебель,Грузовик,117690.0,25162.0,227671.0
2745.0,1650.0,4.206439416289493,392.0,210.0,Продукты,Тент,191840.0,34924.0,412075.0
2404.0,8445.0,58.3,145.0,211.0,Мебель,Грузовик,136440.0,33061.0,317598.0
540.0,1818.0,4.718918753329818,385.0,189.0,Продукты,Тент,132007.0,27643.0,197280.0
2455.0,4505.0,54.56965815743589,83.0,245.0,Мебель,Тент,145072.0,27805.0,314782.0
2449.0,1034.0,3.6,287.0,223.0,Техника,Тент,101566.0,21051.0,223259.0
2199.0,23196.0,67.4,344.0,189.0,Одежда,Грузовик,177229.0,31564.0,243864.0
2095.0,7539.0,24.1,313.0,243.0,Техника,Тент,156854.0,25413.0,268376.0
1279.0,601.0,0.9669317331052736,622.0,249.0,Продукты,Рефрижератор,175646.0,40794.0,433016.0
1956.0,19765.0,82.3,240.0,252.0,Одежда,Грузовик,103107.0,17076.0,190414.0
2205.0,1211.0,2.1750882018410658,557.0,242.0,Продукты,Тент,115993.0,18147.0,324411.0
451.0,1757.0,5.3,332.0,209.0,Техника,Тент,196320.0,37980.0,208323.0
865.0,5747.0,40.7,141.0,195.0,Мебель,Грузовик,110534.0,18092.0,160702.0
,11665.0,7.7,1515.0,215.0,Стройматериалы,Тент,142003.0,30835.0,
2560.0,6119.0,44.8,137.0,204.0,Мебель,Тент,194424.0,32246.0,353895.0
1946.0,3958.0,47.1,84.0,250.0,Мебель,Тент,160297.0,35306.0,351875.0
1419.0,30388.0,35.8,849.0,246.0,Стройматериалы,Тент,133692.0,29847.0,246610.0
2561.0,28399.0,17.7,1604.0,235.0,Стройматериалы,Тент,141361.0,31271.0,317748.0
2075.0,1545.0,3.560389295163848,434.0,244.0,Продукты,Тент,135315.0,22316.0,309878.0
2828.0,3229.0,20.9,154.0,211.0,Мебель,Грузовик,170389.0,31149.0,369785.0
320.0,568.0,1.6863426583441306,337.0,187.0,Продукты,Тент,,,201119.0
1509.0,20011.0,51.1,392.0,188.0,Стройматериалы,Грузовик,,,253962.0
2161.0,11510.0,23.3,494.0,211.0,Одежда,Грузовик,144098.0,34682.0,247430.0
709.0,3647.0,21.3,171.0,248.0,Мебель,Грузовик,162231.0,34245.0,259810.0
1071.0,7900.0,74.8,106.0,182.0,Мебель,Тент,143464.0,32122.0,247777.0
1231.0,6145.0,42.6,144.0,259.0,Мебель,Тент,195999.0,46738.0,300633.0
2246.0,3099.0,20.2,153.0,211.0,Мебель,Тент,193958.0,43671.0,352023.0
1453.0,6426.0,38.0,169.0,255.0,Мебель,Тент,132055.0,22605.0,237275.0
1590.0,4265.0,45.75268544367389,93.0,249.0,Мебель,Грузовик,140827.0,32991.0,262762.0
1282.0,1802.0,3.9148710728348943,460.0,239.0,Продукты,Тент,154564.0,31681.0,288309.0
751.0,881.0,1.915469134122486,460.0,189.0,Продукты,Тент,102967.0,21594.0,164245.0
2729.0,20324.0,28.3,718.0,239.0,Стройматериалы,Грузовик,105282.0,23175.0,302233.0
1044.0,20774.0,12.5,1662.0,230.0,Стройматериалы,Грузовик,133998.0,23600.0,200363.0
1697.0,22425.0,75.1,299.0,215.0,Стройматериалы,Тент,128180.0,27595.0,266340.0
508.0,4226.0,16.2,261.0,220.0,Техника,Грузовик,169002.0,36806.0,200424.0
1318.0,25449.0,68.1,374.0,190.0,Одежда,Грузовик,180772.0,38433.0,221437.0
2849.0,1039.0,2.9,358.0,210.0,Продукты,Тент,122468.0,19330.0,333015.0
2828.0,4055.0,24.3,167.0,228.0,Мебель,Тент,102181.0,23547.0,324771.0
1134.0,4355.0,49.7,88.0,249.0,Мебель,Тент,150392.0,,266054.0
538.0,7643.0,49.9,153.0,256.0,Мебель,Тент,140242.0,23696.0,203988.0
940.0,28966.0,49.4,586.0,186.0,Стройматериалы,Тент,136355.0,22788.0,183040.0
1053.0,1186.0,12.7,93.0,231.0,Мебель,Грузовик,186256.0,39342.0,264318.0
1952.0,15823.0,46.7,339.0,232.0,Техника,Грузовик,180482.0,37719.0,313238.0
1580.0,15716.0,43.7,360.0,239.0,Техника,Грузовик,,,234275.0
2392.0,31072.0,15.4,2018.0,246.0,Стройматериалы,Грузовик,170846.0,34557.0,359690.0
2171.0,8381.0,36.4,230.0,219.0,Техника,Грузовик,195618.0,45581.0,304514.0
815.0,7553.0,68.2,111.0,187.0,Мебель,Грузовик,124553.0,22566.0,195141.0
2275.0,14727.0,69.6,212.0,228.0,Техника,Грузовик,174528.0,40809.0,302943.0
2442.0,23289.0,69.9,333.0,235.0,Техника,Тент,124373.0,24790.0,271026.0
1921.0,14279.0,44.6,320.0,183.0,Техника,Грузовик,,,221845.0
2843.0,7251.0,40.7,178.0,244.0,Мебель,Грузовик,163161.0,28987.0,378028.0
2310.0,17158.0,41.0,418.0,245.0,Продукты,Грузовик,,,351097.0
1894.0,8220.0,15.81122536823305,520.0,248.0,Мебель,Грузовик,119302.0,24427.0,264000.0
2751.0,7243.0,91.3,79.0,194.0,Мебель,Тент,188191.0,36895.0,397333.0
1839.0,1474.0,4.69890694877176,314.0,227.0,Продукты,Тент,194464.0,42172.0,406093.0
1587.0,10909.0,26.4,413.0,230.0,Продукты,Грузовик,,,325932.0
1149.0,24672.0,56.9,434.0,228.0,Одежда,Тент,,,213454.0
2639.0,13114.0,82.2,160.0,206.0,Мебель,Тент,124369.0,28600.0,338451.0
429.0,13033.0,33.4,390.0,259.0,Техника,Грузовик,190480.0,30280.0,193465.0
1400.0,14012.0,47.0,298.0,189.0,Техника,Тент,,,225173.0
1704.0,7617.0,20.4,373.0,197.0,Техника,Грузовик,196103.0,29630.0,248092.0
,1647.0,3.005806558829137,548.0,202.0,Продукты,Тент,125045.0,26838.0,
2078.0,9370.0,5.0,1874.0,243.0,Стройматериалы,Тент,162974.0,31944.0,332817.0
1615.0,34584.0,42.9,806.0,249.0,Стройматериалы,Тент,112891.0,26761.0,246326.0
802.0,6805.0,11.3,602.0,258.0,Одежда,Тент,148331.0,34796.0,180995.0
2711.0,1457.0,2.1616243218631417,674.0,230.0,Продукты,Тент,,,390785.0
1921.0,6401.0,19.3,332.0,228.0,Техника,Грузовик,165876.0,26757.0,280476.0
2684.0,24364.0,21.9,1113.0,258.0,Стройматериалы,Грузовик,153722.0,24380.0,380312.0
841.0,1331.0,2.76972287948964,481.0,250.0,Продукты,Тент,133847.0,27226.0,241162.0
1889.0,30919.0,28.2,1096.0,231.0,Стройматериалы,Грузовик,121555.0,23387.0,269979.0
2028.0,3235.0,19.0,170.0,232.0,Мебель,Грузовик,155708.0,33844.0,317928.0
1136.0,4437.0,22.2,200.0,219.0,Мебель,Тент,150393.0,31593.0,260298.0
2539.0,12121.0,30.3,400.0,195.0,Одежда,Тент,141151.0,23564.0,240624.0
91.0,6462.0,51.2,126.0,226.0,Мебель,Грузовик,135278.0,22106.0,141367.0
1833.0,18350.0,65.1,282.0,249.0,Техника,Грузовик,191346.0,36113.0,327262.0
1851.0,2719.0,14.4,189.0,210.0,Мебель,Грузовик,192878.0,41067.0,351733.0
1602.0,702.0,2.030268379595044,346.0,259.0,Продукты,Тент,142583.0,28898.0,322127.0
1975.0,19006.0,71.2,267.0,215.0,Одежда,Грузовик,116257.0,21554.0,216748.0
589.0,1164.0,1.6878802302682976,690.0,243.0,Продукты,Тент,139092.0,30458.0,234759.0
2151.0,4344.0,6.270344236716384,693.0,254.0,Мебель,Тент,137067.0,26854.0,297912.0
1044.0,5783.0,32.7,177.0,234.0,Мебель,Тент,108410.0,21127.0,194938.0
1343.0,14777.0,92.1,160.0,229.0,Мебель,Тент,191266.0,,288947.0
1075.0,943.0,1.7552099973590145,537.0,241.0,Продукты,Рефрижератор,101291.0,20330.0,252388.0
1451.0,5970.0,15.1,395.0,218.0,Техника,Грузовик,130500.0,21410.0,186496.0
1795.0,4266.0,13.7,311.0,194.0,Техника,Грузовик,116067.0,23245.0,191981.0
2523.0,3718.0,47.3,79.0,246.0,Мебель,Тент,131518.0,26465.0,350851.0
1501.0,14624.0,44.6,328.0,256.0,Техника,Тент,158127.0,28289.0,234241.0
966.0,5041.0,20.3,248.0,234.0,Техника,Грузовик,119595.0,24890.0,157996.0
1546.0,32963.0,61.1,539.0,214.0,Стройматериалы,Грузовик,130225.0,26973.0,227671.0
2184.0,36814.0,22.20254219668425,1658.0,236.0,Стройматериалы,Грузовик,121116.0,24868.0,293660.0
1101.0,16714.0,42.5,393.0,252.0,Одежда,Грузовик,153025.0,36223.0,200899.0
1300.0,330.0,0.6393054304808615,516.0,237.0,Продукты,Рефрижератор,143317.0,33708.0,377578.0
1737.0,2561.0,21.2,121.0,257.0,Мебель,Грузовик,140788.0,25965.0,275866.0
976.0,21989.0,70.6,311.0,226.0,Техника,Тент,167316.0,32764.0,241816.0
675.0,1398.0,3.130247813344869,447.0,215.0,Продукты,Тент,159559.0,39293.0,278684.0
482.0,5460.0,17.5,312.0,188.0,Одежда,Грузовик,135121.0,31250.0,130999.0
1107.0,1345.0,3.4105239732684964,394.0,225.0,Продукты,Тент,133827.0,28023.0,255519.0
231.0,7250.0,41.8,173.0,180.0,Мебель,Грузовик,151240.0,24429.0,169424.0
1747.0,1210.0,3.9282633244598433,308.0,256.0,Продукты,Тент,177384.0,37166.0,359299.0
571.0,10062.0,35.8,281.0,232.0,Техника,Грузовик,161171.0,27795.0,202427.0
1243.0,25160.0,28.8,874.0,225.0,Стройматериалы,Грузовик,100586.0,19044.0,165479.0
896.0,19281.0,12.3,1568.0,245.0,Стройматериалы,Тент,139796.0,28137.0,219134.0
1950.0,4860.0,52.7,92.0,225.0,Мебель,Грузовик,,,314433.0
2502.0,16852.0,62.0,272.0,221.0,Стройматериалы,Грузовик,123525.0,20958.0,253590.0
1912.0,1969.0,5.2,379.0,230.0,Техника,Грузовик,116829.0,22130.0,242856.0
1718.0,6465.0,4.2,1539.0,180.0,Стройматериалы,Грузовик,177338.0,34420.0,258006.0
2002.0,1593.0,5.220135178911075,305.0,187.0,Продукты,Рефрижератор,151780.0,33193.0,354421.0
178.0,4575.0,29.3,156.0,259.0,Мебель,Тент,132942.0,25269.0,175555.0
437.0,1180.0,2.001555891673032,590.0,198.0,Продукты,Рефрижератор,135785.0,21829.0,258601.0
366.0,31789.0,28.3,1123.0,249.0,,Тент,124464.0,25403.0,147234.0
350.0,1366.0,2.067106501822244,661.0,253.0,Продукты,Тент,119390.0,23764.0,177051.0
844.0,949.0,1.4086174055130614,674.0,199.0,Продукты,Тент,,,238410.0
1539.0,21655.0,50.0,433.0,255.0,Одежда,Грузовик,123094.0,23816.0,208286.0
431.0,2136.0,17.2,124.0,202.0,Мебель,Тент,129994.0,26278.0,187010.0
2854.0,23532.0,51.1,461.0,256.0,Одежда,Грузовик,101541.0,25069.0,279747.0
2677.0,5241.0,28.2,186.0,238.0,Мебель,Грузовик,199745.0,44091.0,385201.0
3046.0,19437.0,49.1,396.0,226.0,Техника,Грузовик,158705.0,35029.0,348700.0
209.0,17241.0,111.8,154.0,191.0,Стройматериалы,Тент,137102.0,33600.0,158163.0
2577.0,7928.0,42.2,188.0,203.0,Мебель,Грузовик,156625.0,33917.0,299066.0
2477.0,964.0,1.539273289535468,626.0,231.0,Продукты,Тент,195967.0,38337.0,454389.0
2660.0,6245.0,16.7,374.0,195.0,Техника,Тент,171160.0,33498.0,284216.0
1575.0,3988.0,17.8,224.0,203.0,Техника,Грузовик,133108.0,23922.0,213699.0
2422.0,15414.0,41.9,368.0,187.0,Стройматериалы,Грузовик,165860.0,25951.0,267747.0
243.0,608.0,1.7590011301513244,346.0,228.0,Продукты,Рефрижератор,120289.0,22507.0,203991.0
321.0,3283.0,9.3,353.0,215.0,Техника,Грузовик,124561.0,26025.0,146316.0
428.0,1028.0,1.5748775744264345,653.0,199.0,Продукты,Рефрижератор,168797.0,25989.0,298860.0
2709.0,1838.0,5.9,312.0,195.0,Техника,Грузовик,133670.0,21537.0,272322.0
264.0,33740.0,57.3,589.0,256.0,Стройматериалы,Грузовик,,,165405.0
396.0,3390.0,45.0,75.0,242.0,Мебель,Тент,184153.0,36598.0,241428.0
2800.0,5924.0,40.1,148.0,213.0,Мебель,Грузовик,113084.0,22104.0,288536.0
410.0,2867.0,38.1,75.0,241.0,Мебель,Тент,163601.0,26042.0,228126.0
2690.0,11959.0,4.8,2491.0,232.0,Стройматериалы,Грузовик,,,328676.0
2271.0,24921.0,64.6,386.0,256.0,Техника,Грузовик,124392.0,24907.0,244221.0
195.0,1054.0,2.732326582396685,386.0,198.0,Продукты,Тент,164880.0,29107.0,196967.0
152.0,7886.0,23.3,338.0,230.0,Одежда,Тент,120933.0,22516.0,123404.0
1590.0,7010.0,16.5,425.0,240.0,Одежда,Грузовик,195006.0,47793.0,264366.0
2907.0,5294.0,21.0,252.0,221.0,Техника,Грузовик,177500.0,42227.0,310491.0
2495.0,9799.0,4.7,2085.0,260.0,Стройматериалы,Тент,121436.0,18524.0,281417.0
1012.0,17233.0,31.5,547.0,226.0,Продукты,Грузовик,168815.0,33422.0,298389.0
1226.0,1496.0,2.4212807915713217,618.0,226.0,Продукты,Рефрижератор,,,356776.0
1177.0,17943.0,37.7,476.0,260.0,Стройматериалы,Грузовик,,,220830.0
2185.0,12403.0,37.1,334.0,192.0,Продукты,Грузовик,124400.0,19684.0,286116.0
1048.0,755.0,1.6383261296298073,461.0,197.0,Продукты,Рефрижератор,,,299953.0
485.0,2210.0,7.8,283.0,244.0,Техника,Грузовик,149438.0,35631.0,181579.0
2190.0,324.0,0.7867077058145288,412.0,203.0,Продукты,Тент,167283.0,39954.0,326345.0
1410.0,1440.0,3.817838479140411,377.0,241.0,Продукты,Тент,196939.0,40680.0,383494.0
325.0,24315.0,41.0,593.0,247.0,Продукты,Грузовик,141093.0,34793.0,200622.0
2391.0,10483.0,49.0,214.0,190.0,Техника,Тент,128629.0,20405.0,232811.0
1755.0,13713.0,38.5,356.0,231.0,Техника,Тент,166559.0,28202.0,295161.0
1446.0,1673.0,3.520516399661889,475.0,211.0,Продукты,Тент,148412.0,34007.0,289547.0
2121.0,9269.0,96.7,96.0,201.0,Мебель,Тент,149475.0,36990.0,329705.0
1594.0,575.0,0.9333448010776836,616.0,202.0,Продукты,Тент,129632.0,24410.0,259983.0
1892.0,12612.0,24.09115571411912,524.0,197.0,Мебель,Грузовик,137645.0,31535.0,267973.0
2524.0,29258.0,63.3,462.0,186.0,Продукты,Грузовик,,,311797.0
1807.0,1856.0,2.902840729402081,639.0,242.0,Продукты,Тент,176251.0,34631.0,377059.0
1968.0,1399.0,2.4248315707940526,577.0,212.0,Продукты,Тент,141463.0,24708.0,301458.0
1874.0,39651.0,22.3,1778.0,239.0,Стройматериалы,Грузовик,139938.0,33158.0,300660.0
1548.0,17108.0,25.0,684.0,197.0,Одежда,Тент,177120.0,33671.0,228290.0
594.0,27389.0,34.9,785.0,230.0,Стройматериалы,Тент,111131.0,20129.0,172476.0
1067.0,1443.0,3.763914912348506,383.0,224.0,Продукты,Рефрижератор,185932.0,28870.0,404645.0
2035.0,5737.0,26.4,217.0,219.0,Техника,Грузовик,132811.0,27242.0,243436.0
1252.0,17505.0,56.7,309.0,245.0,Стройматериалы,Грузовик,143827.0,29725.0,262624.0
1257.0,1159.0,2.562369631872147,452.0,205.0,Продукты,Тент,156815.0,37381.0,309371.0
2303.0,2335.0,28.1,83.0,224.0,Мебель,Грузовик,139623.0,29537.0,310199.0
97.0,6615.0,43.6,152.0,195.0,Мебель,Тент,148289.0,25093.0,188022.0
2167.0,4631.0,35.8,129.0,241.0,Мебель,Грузовик,157329.0,24226.0,300715.0
1554.0,7755.0,37.6,206.0,195.0,Техника,Грузовик,169472.0,42138.0,237058.0
1158.0,878.0,1.8,488.0,233.0,Продукты,Рефрижератор,105630.0,21883.0,276682.0
1017.0,3407.0,35.4,96.0,212.0,Мебель,Тент,162466.0,39425.0,261163.0
567.0,20401.0,97.6,209.0,249.0,Стройматериалы,Тент,,,213792.0
1110.0,4072.0,47.5,86.0,180.0,Мебель,Грузовик,109430.0,21402.0,176744.0
1231.0,1592.0,2.5557500282045504,623.0,256.0,Продукты,Тент,176257.0,29047.0,318980.0
1399.0,17730.0,8.617362479941276,2057.0,209.0,Стройматериалы,Грузовик,153623.0,32133.0,235158.0
2043.0,2591.0,15.4,168.0,194.0,Мебель,Грузовик,172116.0,36731.0,303007.0
1366.0,9860.0,57.5,171.0,184.0,Мебель,Грузовик,113540.0,19231.0,214202.0
2260.0,5749.0,9.119714068910325,630.0,254.0,Мебель,Тент,,,328129.0
1951.0,4707.0,39.3,120.0,227.0,Мебель,Тент,162138.0,37513.0,322489.0
599.0,6057.0,16.9,358.0,212.0,Техника,Грузовик,124879.0,23170.0,164018.0
888.0,1913.0,5.992327468741951,319.0,244.0,Продукты,Рефрижератор,101349.0,22103.0,262733.0
307.0,20590.0,10.9,1889.0,224.0,Стройматериалы,Тент,128560.0,25559.0,154849.0
2876.0,10138.0,52.0,195.0,201.0,Мебель,Грузовик,142848.0,33986.0,316319.0
2533.0,20404.0,70.5,289.0,250.0,Стройматериалы,Грузовик,149721.0,26851.0,363274.0
340.0,12513.0,28.8,434.0,210.0,Одежда,Грузовик,107299.0,17736.0,109275.0
1760.0,5488.0,37.0,148.0,225.0,Мебель,Грузовик,130682.0,24305.0,275321.0
2924.0,1289.0,2.326214602133253,554.0,257.0,Продукты,Тент,115390.0,26982.0,351885.0
2375.0,6046.0,17.4,347.0,186.0,Техника,Грузовик,142225.0,26487.0,270052.0
1560.0,1777.0,15.8,112.0,254.0,Мебель,Грузовик,114886.0,24987.0,242970.0
786.0,1333.0,9.303052273415744,143.0,232.0,Мебель,Тент,173128.0,36475.0,266602.0
846.0,7246.0,48.236709436388864,150.0,181.0,Мебель,Тент,185827.0,27995.0,262775.0
2250.0,7885.0,40.9,193.0,254.0,Мебель,Грузовик,123949.0,27627.0,292810.0
2343.0,2337.0,19.4,120.0,182.0,Мебель,Тент,155623.0,34671.0,336198.0
1696.0,19572.0,59.4,329.0,193.0,Техника,Тент,117040.0,25477.0,190680.0
443.0,369.0,0.6773606058290481,545.0,182.0,Продукты,Тент,157484.0,26482.0,208806.0
2926.0,10084.0,15.242429068965146,662.0,230.0,Мебель,Грузовик,118032.0,23130.0,297940.0
2549.0,21878.0,68.9,318.0,208.0,Продукты,Грузовик,169002.0,41837.0,406661.0
492.0,10498.0,6.7,1567.0,197.0,Стройматериалы,Тент,172620.0,26537.0,196051.0
239.0,23860.0,12.7,1879.0,186.0,Стройматериалы,Тент,187359.0,30720.0,222919.0
1718.0,23538.0,26.9,875.0,235.0,Стройматериалы,Грузовик,116124.0,24544.0,257727.0
860.0,33417.0,50.8,658.0,196.0,Одежда,Грузовик,191931.0,44347.0,230016.0
860.0,7821.0,18.4,425.0,236.0,Продукты,Грузовик,127922.0,28653.0,206664.0
